Company,TypeName,Cpu,Ram,Weight,Price,Touchscreen,IPS,ppi,HDD,SSD,Gpu brand,OS
Lenovo,Ultrabook,Intel Core i5,4,1.7,58394.88,No,No,157.3505121487356,0,180,Intel,Windows
Asus,Notebook,Intel Core i7,4,2.37,45282.672,No,No,100.45466986113651,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,Intel Core i5,8,1.3,63882.72,Yes,Yes,276.053530085501,0,256,Intel,Windows
HP,Notebook,Intel Core i5,8,2.2,58554.72,No,Yes,141.21199808219862,1000,128,Nvidia,Windows
HP,Workstation,Intel Core i7,8,2.59,83170.08,No,No,141.21199808219862,0,256,Nvidia,Windows
Dell,Gaming,Intel Core i7,16,4.42,152859.7872,No,Yes,282.42399616439724,1000,256,Nvidia,Windows
Acer,Notebook,Intel Core i5,4,2.1,31914.72,No,No,100.45466986113651,0,256,Intel,Windows
Lenovo,Gaming,Intel Core i7,8,2.5,55837.44,No,Yes,141.21199808219862,1000,128,Nvidia,Windows
Dell,Ultrabook,Intel Core i7,16,1.18,99047.52,No,No,176.23257360658386,0,256,Intel,Windows
Google,Ultrabook,Intel Core i5,8,1.1,83063.52,Yes,No,234.50740003017813,0,256,Intel,Chrome
Asus,Ultrabook,Intel Core i5,8,1.2,60153.12,No,Yes,276.053530085501,0,256,Intel,Windows
Dell,Notebook,Intel Core i3,4,1.65,45234.72,No,No,117.82653006268643,500,0,Intel,Windows
Acer,Notebook,Intel Core i5,4,1.6,34898.4,No,No,117.82653006268643,0,128,Intel,Windows
Asus,Notebook,Other Intel Processor,4,2.8,25059.7152,No,No,90.58340172449303,1000,0,Nvidia,Windows
Dell,Gaming,Intel Core i7,16,2.72,58554.72,Yes,Yes,282.42399616439724,1000,128,Nvidia,Windows
Samsung,Ultrabook,Intel Core i7,8,1.31,85194.72,Yes,No,165.6321180513006,0,256,Intel,Windows
Acer,Notebook,Other Intel Processor,4,2.1,15877.44,No,No,100.45466986113651,1000,0,Intel,Linux
Dell,Notebook,Intel Core i7,16,2.3,62938.0656,No,No,141.21199808219862,0,256,AMD,Windows
Samsung,2 in 1 Convertible,Intel Core i7,16,1.71,95850.72,Yes,No,146.86047800548656,0,256,AMD,Windows
Toshiba,Notebook,Intel Core i5,4,1.75,54345.6,No,Yes,111.93520355955211,0,128,Intel,Windows
Dell,Gaming,Intel Core i7,8,2.62,58554.72,No,No,141.21199808219862,1000,0,Nvidia,Windows
HP,Ultrabook,Intel Core i5,4,1.26,66280.32,No,No,125.36742798669837,0,256,Intel,Windows
Asus,2 in 1 Convertible,Intel Core i7,12,2.3,44701.92,Yes,No,141.21199808219862,2000,0,Nvidia,Windows
Lenovo,Notebook,Intel Core i7,16,2.5,126273.6,No,No,282.42399616439724,0,512,Nvidia,Windows
Acer,Notebook,Intel Core i3,4,1.8,33886.08,No,Yes,157.3505121487356,0,128,Intel,Windows
Razer,Gaming,Intel Core i7,16,1.95,154458.72,No,No,157.3505121487356,0,512,Nvidia,Windows
Asus,Notebook,Other Intel Processor,8,2.0,31003.632,No,No,141.21199808219862,0,128,Intel,Windows
Dell,Gaming,Intel Core i7,32,4.42,191211.264,No,Yes,127.33567457123111,1000,1000,Nvidia,Windows
Asus,Gaming,Intel Core i7,16,4.3,125208.0,No,Yes,127.33567457123111,1000,256,Nvidia,Windows
Toshiba,Ultrabook,Intel Core i7,16,1.47,93985.92,No,Yes,157.3505121487356,0,512,Nvidia,Windows
Lenovo,Notebook,Other Intel Processor,8,2.2,17529.12,No,No,100.45466986113651,1000,0,Intel,Other OS
Lenovo,Ultrabook,Intel Core i7,16,1.7,122490.72,No,No,157.3505121487356,0,512,Intel,Windows
MSI,Gaming,Intel Core i7,16,1.6,100752.48,No,Yes,157.3505121487356,1000,256,Nvidia,Windows
MSI,Gaming,Intel Core i5,8,2.2,58021.92,No,No,141.21199808219862,1000,128,Nvidia,Windows
Lenovo,Gaming,Intel Core i7,4,2.4,53226.72,No,Yes,141.21199808219862,1000,0,Nvidia,Windows
Acer,Gaming,Intel Core i7,16,4.2,122490.72,No,Yes,127.33567457123111,1000,256,Nvidia,Windows
Dell,Gaming,Intel Core i5,8,2.62,52480.8,No,No,141.21199808219862,0,256,Nvidia,Windows
Asus,Gaming,Intel Core i7,8,2.24,71341.92,No,No,141.21199808219862,1000,128,Nvidia,Windows
Vero,Notebook,Other Intel Processor,4,1.22,10810.512,No,No,157.3505121487356,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,Intel Core i7,8,1.37,104961.6,Yes,Yes,165.6321180513006,0,512,Intel,Windows
Lenovo,2 in 1 Convertible,Intel Core i5,8,2.08,51095.52,Yes,No,141.21199808219862,0,256,AMD,Windows
Apple,Ultrabook,Other Intel Processor,8,0.92,62071.2,No,Yes,226.41554716935852,0,0,Intel,Mac
Lenovo,2 in 1 Convertible,Intel Core i5,8,1.42,124142.4,Yes,Yes,209.8006828649808,0,256,Intel,Windows
Asus,Notebook,Other Intel Processor,4,1.63,15930.72,No,No,111.93520355955211,0,0,Intel,Windows
Dell,Notebook,Intel Core i5,8,1.95,43156.8,No,No,100.45466986113651,0,128,Intel,Windows
Lenovo,2 in 1 Convertible,Intel Core i7,8,1.38,71874.72,Yes,Yes,158.48253022174808,0,256,Intel,Windows
Dell,Notebook,Intel Core i3,8,2.0,39373.92,No,No,141.21199808219862,0,256,AMD,Windows
HP,Workstation,Intel Core i7,8,3.14,110017.872,No,No,141.21199808219862,0,256,Nvidia,Windows
Asus,Notebook,Intel Core i5,8,2.37,58554.72,No,No,141.21199808219862,0,256,Intel,Windows
Dell,Ultrabook,Intel Core i5,8,1.29,79866.72,No,No,165.6321180513006,0,256,Intel,Windows
Dell,Notebook,Intel Core i5,8,2.06,93186.72,Yes,No,282.42399616439724,0,256,Nvidia,Windows
Dell,Netbook,Other Intel Processor,4,1.63,39640.32,No,No,135.0942111925629,0,128,Intel,Windows
HP,Netbook,Intel Core i5,8,1.26,74005.92,No,No,125.36742798669837,0,256,Intel,Windows
Toshiba,Notebook,Intel Core i5,4,2.1,41558.4,No,No,100.45466986113651,500,0,Intel,Windows
HP,Notebook,AMD Processor,8,2.04,33513.12,No,No,100.45466986113651,2000,0,AMD,Windows
Dell,Gaming,Intel Core i7,16,2.62,89457.12,No,No,282.42399616439724,0,512,Nvidia,Windows
Lenovo,Notebook,Intel Core i5,4,2.4,32447.52,No,No,141.21199808219862,1000,0,Nvidia,Windows
HP,Gaming,Intel Core i7,12,3.74,93186.72,No,Yes,127.33567457123111,1000,0,AMD,Windows
MSI,Gaming,Intel Core i7,16,2.9,128671.2,No,No,127.33567457123111,1000,512,Nvidia,Windows
Samsung,Ultrabook,Intel Core i5,8,0.81,79866.72,No,No,165.6321180513006,0,256,Intel,Windows
Dell,Notebook,Intel Core i7,8,1.98,51202.08,No,No,141.21199808219862,1000,0,Nvidia,Windows
Dell,Notebook,Intel Core i5,8,2.18,42081.0768,No,No,141.21199808219862,0,256,AMD,Windows
Lenovo,Ultrabook,Intel Core i7,8,1.32,99047.52,No,No,157.3505121487356,0,256,Intel,Windows
Razer,Ultrabook,Intel Core i7,16,1.29,95850.72,Yes,Yes,352.4651472131677,0,512,Intel,Windows
HP,Netbook,Other Intel Processor,4,1.23,20512.8,No,No,135.0942111925629,0,0,Intel,Chrome
Dell,Gaming,Intel Core i7,16,4.36,133467.4656,No,Yes,127.33567457123111,1000,128,Nvidia,Windows
Dell,Notebook,Intel Core i5,4,1.76,40226.4,No,No,111.93520355955211,500,0,Intel,Windows
Lenovo,Notebook,Intel Core i3,4,2.1,26101.872,No,No,100.45466986113651,500,0,Intel,Windows
Toshiba,Ultrabook,Intel Core i5,4,1.25,58075.2,No,No,111.93520355955211,0,128,Intel,Windows
Lenovo,Ultrabook,Intel Core i7,8,1.13,133146.72,No,Yes,157.3505121487356,0,512,Intel,Windows
MSI,Gaming,Intel Core i5,8,2.4,63882.72,No,No,141.21199808219862,0,256,Nvidia,Windows
Lenovo,Ultrabook,Intel Core i5,8,1.13,99900.0,No,Yes,157.3505121487356,0,0,Intel,Windows
Toshiba,Notebook,Other Intel Processor,4,1.75,26586.72,No,No,111.93520355955211,0,128,Intel,Windows
Asus,2 in 1 Convertible,Intel Core i5,8,1.1,72354.24,Yes,No,165.6321180513006,0,256,Intel,Windows
Dell,Notebook,Intel Core i3,4,1.76,31168.8,No,No,111.93520355955211,500,0,Intel,Windows
Acer,Netbook,Other Intel Processor,4,1.35,18914.4,No,Yes,135.0942111925629,0,0,Intel,Chrome
Acer,Notebook,Intel Core i3,8,1.5,32980.32,No,Yes,157.3505121487356,0,128,Intel,Windows
Razer,Gaming,Intel Core i7,32,3.49,292986.72,Yes,No,254.67134914246222,0,512,Nvidia,Windows
Lenovo,Ultrabook,Intel Core i7,16,1.1,111834.72,No,Yes,209.8006828649808,0,512,Intel,Windows
Asus,Notebook,Intel Core i5,4,2.1,27652.32,No,No,141.21199808219862,1000,0,Nvidia,Linux
Lenovo,Notebook,Intel Core i5,8,1.7,63190.08,No,No,157.3505121487356,0,256,Intel,Windows
Lenovo,Notebook,Intel Core i5,8,1.32,87912.0,No,Yes,157.3505121487356,0,256,Intel,Windows
Dell,Gaming,Intel Core i7,16,3.21,147832.2864,No,No,141.21199808219862,1000,256,Nvidia,Windows
Asus,Gaming,Intel Core i7,16,2.9,128884.32,No,No,127.33567457123111,1000,256,Nvidia,Windows
Toshiba,Notebook,Intel Core i3,4,2.0,35644.32,No,No,100.45466986113651,500,0,Intel,Windows
Lenovo,Notebook,Other Intel Processor,4,1.5,17316.0,No,No,111.93520355955211,0,0,Intel,Chrome
Asus,Notebook,Intel Core i5,8,2.3,31435.2,No,No,141.21199808219862,128,0,Intel,Windows
Asus,Gaming,Intel Core i7,16,2.73,95850.72,No,No,127.33567457123111,1000,512,Nvidia,Windows
Dell,Gaming,Intel Core i7,32,4.42,163723.5792,No,Yes,127.33567457123111,1000,512,Nvidia,Windows
HP,Notebook,Intel Core i5,8,2.63,48484.8,No,No,106.11306214269258,1000,0,Nvidia,Windows
Dell,Notebook,Intel Core i5,8,2.18,38041.3872,No,No,100.45466986113651,0,128,Intel,Windows
HP,Ultrabook,Intel Core i7,8,1.54,99633.6,No,No,157.3505121487356,0,512,Intel,Windows
Dell,Notebook,Intel Core i7,4,2.18,39373.92,No,No,141.21199808219862,0,256,AMD,Windows
HP,2 in 1 Convertible,Other Intel Processor,4,1.4,32767.2,Yes,No,135.0942111925629,0,0,Intel,Chrome
Asus,Ultrabook,Intel Core i5,8,1.45,54665.28,No,Yes,165.6321180513006,0,512,Nvidia,Windows
HP,2 in 1 Convertible,Intel Core i5,8,1.28,121318.56,Yes,No,165.6321180513006,0,256,Intel,Windows
HP,Ultrabook,Intel Core i7,8,1.54,78215.04,No,No,157.3505121487356,0,512,Intel,Windows
HP,Notebook,Other Intel Processor,4,1.86,15930.72,No,No,100.45466986113651,0,128,Intel,Other OS
Asus,Gaming,Intel Core i7,16,2.1,101178.72,No,No,141.21199808219862,1000,128,Nvidia,Windows
Dell,Notebook,Intel Core i7,8,2.83,46087.2,No,No,127.33567457123111,1000,0,AMD,Linux
Lenovo,Ultrabook,Intel Core i7,8,1.96,101391.84,No,Yes,157.3505121487356,0,256,Nvidia,Windows
Asus,Notebook,Intel Core i7,8,2.3,41931.36,No,Yes,141.21199808219862,0,256,Nvidia,Windows
Dell,Notebook,Intel Core i5,8,1.9,50349.6,No,No,141.21199808219862,0,128,Intel,Windows
Asus,Notebook,Other Intel Processor,4,2.0,23922.72,No,No,100.45466986113651,1000,0,Intel,Windows
HP,2 in 1 Convertible,Intel Core i7,8,1.28,136343.52,Yes,No,165.6321180513006,0,256,Intel,Windows
Dell,Notebook,Intel Core i5,8,1.62,34578.72,Yes,No,165.6321180513006,1000,0,Intel,Windows
Lenovo,Notebook,Intel Core i3,4,2.2,24988.32,No,No,141.21199808219862,1000,0,Intel,Other OS
Lenovo,Notebook,Intel Core i5,8,2.3,45323.1648,No,Yes,141.21199808219862,1000,0,Intel,Windows
HP,Notebook,Intel Core i5,8,1.84,71874.72,No,No,141.21199808219862,0,256,AMD,Windows
Toshiba,Notebook,Intel Core i5,4,1.05,68464.8,No,No,165.6321180513006,0,128,Intel,Windows
Lenovo,Gaming,Intel Core i5,8,2.5,54185.76,No,Yes,141.21199808219862,1000,0,Nvidia,Other OS
Dell,Ultrabook,Intel Core i7,16,1.29,119347.2,Yes,No,276.053530085501,0,512,Intel,Windows
HP,Notebook,Intel Core i5,4,2.07,48484.8,No,No,141.21199808219862,500,0,Intel,Windows
Toshiba,Ultrabook,Intel Core i5,8,1.2,58341.6,No,No,117.82653006268643,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,Intel Core i7,8,1.37,103896.0,Yes,Yes,165.6321180513006,0,256,Intel,Windows
Acer,Notebook,Intel Core i5,8,1.56,48058.56,No,Yes,157.3505121487356,0,256,Intel,Windows
Dell,Workstation,Intel Core i7,8,2.23,94731.84,No,No,141.21199808219862,1000,0,Nvidia,Windows
Lenovo,Notebook,Intel Core i5,4,2.38,56210.4,No,No,100.45466986113651,500,0,Intel,Windows
Lenovo,Notebook,Intel Core i3,4,2.2,25521.12,No,No,141.21199808219862,1000,0,AMD,Other OS
Toshiba,Notebook,Intel Core i7,8,2.0,73952.64,No,Yes,141.21199808219862,0,256,Intel,Windows
Lenovo,Notebook,Intel Core i3,4,1.44,39160.8,No,Yes,165.6321180513006,0,180,Intel,Windows
Samsung,Ultrabook,Intel Core i7,16,1.23,98514.72,No,No,146.86047800548656,0,256,Nvidia,Windows
Dell,Ultrabook,Intel Core i7,8,1.6,90043.2,No,No,176.23257360658386,0,256,Intel,Windows
Asus,Notebook,Other Intel Processor,4,2.0,21258.1872,No,No,100.45466986113651,1000,0,Intel,Linux
Xiaomi,Ultrabook,Intel Core i5,8,1.28,49816.8,No,Yes,165.6321180513006,0,256,Nvidia,Windows
Dell,Notebook,Intel Core i5,4,2.18,48618.0,No,No,141.21199808219862,1000,128,Nvidia,Windows
HP,Notebook,Intel Core i5,4,2.04,44701.92,No,No,141.21199808219862,0,256,Intel,Windows
HP,2 in 1 Convertible,Intel Core i5,4,1.28,90576.0,Yes,No,165.6321180513006,0,256,Intel,Windows
HP,2 in 1 Convertible,Intel Core i5,4,2.3,36486.144,Yes,No,100.45466986113651,500,0,Intel,Windows
Asus,Notebook,Other Intel Processor,4,1.65,18541.44,No,No,111.1413368676404,0,0,Intel,Windows
Lenovo,Notebook,Intel Core i7,8,2.2,35644.32,No,Yes,141.21199808219862,1000,0,Nvidia,Windows
Dell,Notebook,Other Intel Processor,4,2.2,19660.32,No,No,100.45466986113651,500,0,Intel,Windows
HP,2 in 1 Convertible,Intel Core i5,4,1.28,95850.72,Yes,No,165.6321180513006,0,256,Intel,Windows
Dell,Notebook,Intel Core i3,4,2.18,24279.696,No,No,100.45466986113651,1000,0,AMD,Linux
Asus,Gaming,Intel Core i5,12,2.2,72988.272,No,No,127.33567457123111,1000,128,Nvidia,Windows
Acer,Netbook,Other Intel Processor,4,1.25,15824.16,No,Yes,135.0942111925629,0,0,Intel,Chrome
Lenovo,Notebook,AMD Processor,4,2.8,20193.12,No,No,106.11306214269258,500,0,AMD,Windows
HP,Notebook,Intel Core i5,4,1.95,67399.2,No,No,157.3505121487356,0,128,Intel,Windows
HP,2 in 1 Convertible,Intel Core i7,16,1.42,74538.72,Yes,No,276.053530085501,0,256,Intel,Windows
Samsung,Ultrabook,Intel Core i7,8,1.17,90522.72,No,No,146.86047800548656,0,256,Intel,Windows
Lenovo,Ultrabook,Intel Core i5,8,1.32,95850.72,No,Yes,157.3505121487356,0,256,Intel,Windows
MSI,Gaming,Intel Core i7,16,2.43,141138.72,No,Yes,254.67134914246222,2000,512,Nvidia,Windows
Toshiba,Notebook,Intel Core i5,8,1.05,78588.0,No,No,165.6321180513006,0,256,Intel,Windows
Dell,Gaming,Intel Core i7,8,2.62,49497.12,No,No,141.21199808219862,1000,0,Nvidia,Linux
HP,Notebook,Intel Core i7,8,2.04,47952.0,No,No,141.21199808219862,1000,0,Nvidia,Windows
Dell,Notebook,Intel Core i3,4,2.18,32713.92,No,No,100.45466986113651,1000,0,AMD,Windows
Dell,Notebook,Intel Core i5,8,1.9,49816.8,No,No,141.21199808219862,500,0,Intel,Windows
Dell,2 in 1 Convertible,Intel Core i7,8,1.24,107257.968,Yes,No,276.053530085501,0,512,Intel,Windows
Asus,Gaming,Intel Core i7,32,3.58,68145.12,No,Yes,127.33567457123111,0,512,Nvidia,Windows
Dell,2 in 1 Convertible,Intel Core i7,16,1.22,87858.72,Yes,No,165.6321180513006,0,256,Intel,Windows
Lenovo,Ultrabook,Intel Core i7,8,1.13,109170.72,No,Yes,157.3505121487356,0,0,Intel,Windows
Lenovo,Notebook,Intel Core i5,8,1.95,104588.1072,No,Yes,141.21199808219862,0,512,Intel,Windows
LG,Ultrabook,Intel Core i7,16,1.08,111834.72,Yes,Yes,141.21199808219862,0,512,Intel,Windows
HP,Netbook,Intel Core i7,8,1.26,79014.24,No,No,176.23257360658386,0,512,Intel,Windows
Acer,Notebook,Other Intel Processor,4,2.2,19127.52,No,Yes,141.21199808219862,0,0,Intel,Chrome
Lenovo,Notebook,Intel Core i5,8,2.6,42037.92,No,Yes,141.21199808219862,1000,128,Nvidia,Windows
LG,Ultrabook,Intel Core i7,8,0.98,101178.72,Yes,Yes,157.3505121487356,0,512,Intel,Windows
Dell,Notebook,Intel Core i5,8,1.6,64202.4,No,No,157.3505121487356,0,256,Intel,Windows
HP,Ultrabook,Other Intel Processor,8,1.09,165168.0,Yes,No,352.4651472131677,0,240,Intel,Windows
Lenovo,Notebook,Intel Core i7,6,2.2,42037.92,No,No,141.21199808219862,0,256,Nvidia,Windows
HP,Notebook,Intel Core i7,8,2.04,54291.7872,No,No,141.21199808219862,0,256,Nvidia,Windows
Acer,Notebook,Intel Core i3,4,2.4,26586.72,No,No,141.21199808219862,1000,0,Intel,Windows
Lenovo,Notebook,Intel Core i5,4,1.44,46939.68,No,No,165.6321180513006,0,128,Intel,Windows
HP,Notebook,Intel Core i5,8,1.49,51148.8,No,No,165.6321180513006,0,256,Intel,Windows
MSI,Gaming,Intel Core i7,16,2.7,85194.72,No,No,127.33567457123111,1000,256,Nvidia,Windows
Dell,Gaming,Intel Core i7,16,2.6,71874.72,No,No,141.21199808219862,1000,128,Nvidia,Windows
MSI,Gaming,Intel Core i5,8,2.2,59668.8048,No,No,141.21199808219862,1000,128,Nvidia,Windows
Dell,Notebook,Intel Core i5,4,2.18,36496.2672,No,No,100.45466986113651,1000,0,AMD,Windows
HP,Ultrabook,Intel Core i7,8,1.84,69103.6272,No,No,141.21199808219862,0,256,AMD,Windows
HP,Ultrabook,Intel Core i7,8,1.39,61218.72,Yes,No,276.053530085501,0,256,Intel,Windows
Toshiba,Notebook,Intel Core i7,16,2.4,105228.0,No,Yes,141.21199808219862,0,256,Nvidia,Windows
Lenovo,2 in 1 Convertible,Intel Core i5,8,1.37,97236.0,Yes,Yes,165.6321180513006,0,512,Intel,Windows
Dell,Notebook,Intel Core i5,4,1.95,38889.072,No,No,100.45466986113651,500,0,Intel,Windows
Lenovo,Ultrabook,Intel Core i7,8,1.36,87912.0,No,Yes,176.23257360658386,0,256,Intel,Windows
HP,Notebook,Intel Core i5,8,2.31,62071.2,No,No,141.21199808219862,0,256,Intel,Windows
Dell,Notebook,Intel Core i5,4,2.18,37725.4368,No,No,100.45466986113651,1000,0,Intel,Windows
HP,Notebook,Intel Core i5,4,1.95,61218.72,No,No,111.93520355955211,500,0,Intel,Windows
Lenovo,Notebook,Other Intel Processor,4,2.2,16463.52,No,No,100.45466986113651,1000,0,Intel,Windows
HP,Ultrabook,Intel Core i5,4,1.26,84129.12,No,No,176.23257360658386,500,0,Intel,Windows
HP,Notebook,Other Intel Processor,4,1.86,15392.592,No,No,100.45466986113651,1000,0,Intel,Other OS
Lenovo,2 in 1 Convertible,Intel Core i7,16,1.3,95850.72,Yes,Yes,276.053530085501,0,1000,Intel,Windows
Toshiba,Notebook,Intel Core i5,4,1.47,58874.4,No,Yes,157.3505121487356,0,128,Intel,Windows
HP,Netbook,Intel Core i5,8,1.26,88924.32,No,No,176.23257360658386,0,256,Intel,Windows
Dell,Notebook,Intel Core i3,4,2.18,29762.208,No,No,100.45466986113651,1000,0,Intel,Windows
MSI,Gaming,Intel Core i7,8,2.2,63882.72,No,No,141.21199808219862,1000,128,Nvidia,Windows
Dell,Ultrabook,Intel Core i5,8,1.36,87325.92,No,No,157.3505121487356,0,256,Intel,Windows
Dell,Gaming,Intel Core i7,16,4.36,146946.24,No,No,169.78089942830815,1000,512,Nvidia,Windows
HP,Gaming,Intel Core i5,8,2.75,74538.72,No,Yes,127.33567457123111,1000,128,Nvidia,Windows
Asus,Notebook,Other Intel Processor,4,2.8,28238.4,No,No,106.11306214269258,1000,0,Nvidia,Windows
Acer,Notebook,Intel Core i5,4,2.23,32980.32,No,No,100.45466986113651,500,0,Intel,Windows
Toshiba,Notebook,Intel Core i5,8,2.2,59620.32,No,No,100.45466986113651,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,Other Intel Processor,8,1.1,69210.72,Yes,Yes,194.94753717542463,0,256,Intel,Windows
Lenovo,Gaming,AMD Processor,16,2.5,53226.72,No,Yes,141.21199808219862,1000,512,AMD,Windows
Dell,Ultrabook,Intel Core i5,8,1.36,78438.816,Yes,No,176.23257360658386,0,256,Intel,Windows
Lenovo,Notebook,Intel Core i7,8,2.2,36496.8,No,No,141.21199808219862,1000,0,Nvidia,Other OS
Dell,Notebook,Intel Core i3,4,2.36,35111.52,No,No,106.11306214269258,1000,0,AMD,Windows
Acer,Notebook,Other Intel Processor,4,1.68,18594.72,No,No,111.93520355955211,0,0,Intel,Chrome
HP,Workstation,Intel Core i7,8,2.0,119826.72,No,Yes,141.21199808219862,0,8,Nvidia,Windows
Dell,Ultrabook,Intel Core i7,8,1.36,94572.0,No,No,157.3505121487356,0,256,Intel,Windows
Toshiba,Notebook,Intel Core i5,8,1.2,77788.8,No,No,165.6321180513006,0,256,Intel,Windows
Asus,2 in 1 Convertible,Other Intel Processor,8,1.2,61751.52,No,No,176.23257360658386,0,0,Intel,Chrome
Lenovo,Ultrabook,Intel Core i7,8,1.7,79333.3872,No,Yes,157.3505121487356,0,256,Intel,Windows
Dell,Gaming,Intel Core i7,16,4.36,168045.12,No,Yes,254.67134914246222,1000,512,Nvidia,Windows
Dell,2 in 1 Convertible,Intel Core i5,8,1.24,101178.72,Yes,No,165.6321180513006,0,256,Intel,Windows
HP,2 in 1 Convertible,Other Intel Processor,4,1.45,41292.0,Yes,No,135.0942111925629,0,256,Intel,Windows
Dell,Ultrabook,Intel Core i7,8,1.3,67559.04,No,No,276.053530085501,0,256,Intel,Windows
Acer,2 in 1 Convertible,Other Intel Processor,4,1.25,20725.92,Yes,Yes,135.0942111925629,0,0,Intel,Chrome
Toshiba,Notebook,Intel Core i5,8,1.2,81784.8,No,No,165.6321180513006,0,256,Intel,Windows
Lenovo,Ultrabook,Intel Core i5,8,1.36,93772.8,No,Yes,176.23257360658386,0,256,Intel,Windows
Acer,Notebook,Intel Core i5,12,2.4,53759.52,No,No,141.21199808219862,1000,128,Nvidia,Windows
Toshiba,Ultrabook,Intel Core i7,8,1.1,95371.2,Yes,No,176.23257360658386,0,512,Intel,Windows
HP,Notebook,Intel Core i5,8,2.04,45101.52,No,No,100.45466986113651,1000,0,Nvidia,Windows
Dell,Notebook,Intel Core i3,4,2.25,24808.2336,No,No,100.45466986113651,1000,0,AMD,Linux
Dell,Notebook,Intel Core i5,4,1.9,43956.0,No,No,100.45466986113651,500,0,Intel,Windows
HP,Notebook,Intel Core i3,4,2.04,36496.8,No,No,141.21199808219862,500,0,Intel,Windows
Dell,Gaming,Intel Core i7,32,4.42,167778.72,No,Yes,127.33567457123111,1000,256,Nvidia,Windows
Lenovo,Notebook,Intel Core i5,6,2.4,37029.6,No,No,141.21199808219862,0,256,Nvidia,Windows
Dell,2 in 1 Convertible,Intel Core i7,16,1.22,101178.72,Yes,No,276.053530085501,0,512,Intel,Windows
Dell,Ultrabook,Intel Core i7,8,1.5,104587.5744,Yes,No,209.8006828649808,0,256,Intel,Windows
Dell,Gaming,Intel Core i7,32,4.42,149184.0,No,No,127.33567457123111,1000,256,Nvidia,Windows
Toshiba,Notebook,Intel Core i5,8,1.95,62870.4,No,No,157.3505121487356,0,256,Intel,Windows
Asus,Gaming,Intel Core i7,16,2.73,109218.672,No,No,127.33567457123111,1000,256,Nvidia,Windows
HP,Notebook,Intel Core i5,8,2.04,52161.12,No,Yes,141.21199808219862,1000,128,Nvidia,Windows
Lenovo,Notebook,Intel Core i5,4,1.7,53386.56,No,No,111.93520355955211,0,0,Intel,Windows
Asus,2 in 1 Convertible,Intel Core i7,16,2.3,95850.72,Yes,No,282.42399616439724,2000,512,Nvidia,Windows
HP,Notebook,Intel Core i7,6,2.04,30849.12,No,No,100.45466986113651,1000,0,Intel,Windows
Asus,Gaming,Intel Core i7,16,2.99,93186.72,No,No,127.33567457123111,1000,256,Nvidia,Windows
Dell,2 in 1 Convertible,Intel Core i7,12,2.19,69210.72,Yes,Yes,141.21199808219862,0,512,Intel,Windows
Toshiba,Notebook,Intel Core i5,4,1.2,63669.6,No,No,165.6321180513006,0,128,Intel,Windows
Lenovo,Notebook,AMD Processor,6,2.2,29250.72,No,No,141.21199808219862,0,256,AMD,Windows
Fujitsu,Notebook,Intel Core i5,4,2.3,34578.72,No,No,100.45466986113651,0,256,Intel,Windows
Toshiba,Notebook,Intel Core i5,4,1.75,48751.2,No,No,111.93520355955211,500,0,Intel,Windows
Dell,Notebook,Intel Core i5,4,2.25,31914.72,No,No,100.45466986113651,500,0,AMD,Windows
HP,Notebook,Intel Core i5,8,2.04,42943.68,No,No,141.21199808219862,1000,0,Intel,Windows
Lenovo,Gaming,Intel Core i7,8,2.5,63349.92,No,Yes,141.21199808219862,1000,128,Nvidia,Windows
Dell,Notebook,Intel Core i7,8,2.36,39906.72,No,No,100.45466986113651,1000,0,AMD,Windows
Dell,Notebook,Intel Core i5,8,1.6,59620.32,No,No,157.3505121487356,0,128,Intel,Windows
HP,Netbook,Other Intel Processor,8,0.97,101658.24,No,No,176.23257360658386,0,512,Intel,Windows
HP,Notebook,Intel Core i3,4,2.1,26586.72,No,No,141.21199808219862,1000,128,AMD,Windows
Lenovo,Notebook,Other Intel Processor,4,1.9,14418.6336,No,No,100.45466986113651,0,128,Intel,Other OS
Lenovo,Notebook,Intel Core i5,8,2.3,71874.72,No,No,141.21199808219862,0,256,Intel,Windows
Dell,2 in 1 Convertible,Intel Core i5,8,1.68,47365.92,Yes,No,165.6321180513006,0,256,Intel,Windows
Asus,Notebook,Intel Core i5,8,1.4,61272.0,No,No,276.053530085501,0,256,Intel,Windows
HP,Ultrabook,Intel Core i7,8,1.11,71874.72,Yes,Yes,165.6321180513006,0,256,Intel,Windows
Acer,Notebook,Other Intel Processor,4,2.4,20246.4,No,No,100.45466986113651,500,0,Intel,Windows
Asus,Gaming,Intel Core i7,16,2.5,95850.72,No,No,141.21199808219862,1000,256,Nvidia,Windows
HP,Ultrabook,Intel Core i7,8,1.48,111301.92,No,No,157.3505121487356,0,512,Intel,Windows
Acer,Gaming,Intel Core i7,8,2.7,67132.8,No,Yes,141.21199808219862,1000,128,Nvidia,Windows
HP,Notebook,Intel Core i5,8,1.34,63349.92,No,Yes,165.6321180513006,0,256,Intel,Windows
Dell,Notebook,Intel Core i3,4,2.18,29144.16,No,No,100.45466986113651,0,128,Intel,Windows
HP,Notebook,Intel Core i5,4,1.64,41505.12,No,No,111.93520355955211,500,0,Intel,Windows
